user_id,age,gender,location,income_level,education_level,number_of_children,child_age,investment_amount,investment_frequency,investment_options,app_sessions,app_usage_duration,features_used,goals_created,investment_decision,interactions_with_experts,topics_discussed,feedback_rating
288857,42,Male,"Thane, India",Low,Undergraduate,4,12,27785,1,"['Digital Gold', 'Digital Gold', 'US ETFs']",4,49,"['Expert Advice', 'Expert Advice']",0,0,4,"['Investment Options', 'Financial Planning']",5
266557,52,Male,"Kanpur, India",Medium,Graduate,5,7,36245,7,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",24,28,"['Investment Tracking', 'Goal Setting']",0,0,3,"['Investment Options', 'Risk Tolerance']",5
786314,33,Male,"Delhi, India",Medium,Graduate,3,15,45155,8,"['US ETFs', 'US ETFs', 'US ETFs']",5,53,"['Investment Tracking', 'Expert Advice']",0,0,7,"['Investment Options', 'Investment Options']",4
434388,55,Male,"Patna, India",Medium,Graduate,5,11,38318,4,"['Mutual Funds', 'US ETFs', 'Digital Gold']",3,47,"['Investment Tracking', 'Investment Tracking']",0,0,6,"['Financial Planning', 'Risk Tolerance']",3
568421,38,Female,"Thane, India",Low,Graduate,4,10,36160,2,"['Mutual Funds', 'Digital Gold', 'Digital Gold']",29,45,"['Investment Tracking', 'Expert Advice']",0,0,6,"['Risk Tolerance', 'Risk Tolerance']",5
691301,34,Male,"Mumbai, India",Medium,Undergraduate,2,17,27922,2,"['Mutual Funds', 'US ETFs', 'Digital Gold']",7,56,"['Investment Tracking', 'Investment Tracking']",0,0,0,"['Investment Options', 'Financial Planning']",3
291239,26,Male,"Pune, India",Low,High School,1,18,13643,7,"['US ETFs', 'US ETFs', 'Digital Gold']",10,60,"['Expert Advice', 'Expert Advice']",0,0,9,"['Financial Planning', 'Financial Planning']",3
354506,57,Male,"Jaipur, India",Low,Graduate,4,8,34168,5,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",19,39,"['Investment Tracking', 'Goal Setting']",0,0,1,"['Investment Options', 'Investment Options']",3
6910,49,Male,"Surat, India",Medium,Undergraduate,3,8,49761,4,"['US ETFs', 'Digital Gold', 'US ETFs']",5,15,"['Goal Setting', 'Expert Advice']",0,0,5,"['Investment Options', 'Risk Tolerance']",5
389099,55,Female,"Indore, India",Medium,Graduate,3,14,45217,1,"['US ETFs', 'US ETFs', 'US ETFs']",27,11,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Investment Options', 'Investment Options']",3
925697,47,Female,"Ahmedabad, India",Low,Undergraduate,4,1,38788,6,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",12,16,"['Goal Setting', 'Investment Tracking']",0,0,8,"['Risk Tolerance', 'Investment Options']",5
829722,55,Female,"Lucknow, India",High,Undergraduate,5,6,27127,1,"['US ETFs', 'US ETFs', 'US ETFs']",28,26,"['Investment Tracking', 'Goal Setting']",0,1,3,"['Financial Planning', 'Investment Options']",4
901092,47,Male,"Ahmedabad, India",Medium,Graduate,5,13,11745,1,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",8,14,"['Expert Advice', 'Expert Advice']",0,0,1,"['Risk Tolerance', 'Risk Tolerance']",5
458117,37,Male,"Lucknow, India",Low,High School,2,2,22953,9,"['Mutual Funds', 'US ETFs', 'US ETFs']",30,47,"['Investment Tracking', 'Expert Advice']",0,0,6,"['Risk Tolerance', 'Investment Options']",3
71111,27,Female,"Hyderabad, India",Medium,Undergraduate,2,2,11483,1,"['Digital Gold', 'Digital Gold', 'Digital Gold']",2,56,"['Investment Tracking', 'Investment Tracking']",0,1,0,"['Investment Options', 'Financial Planning']",3
970007,31,Male,"Mumbai, India",High,High School,5,12,33787,10,"['US ETFs', 'Mutual Funds', 'Digital Gold']",3,2,"['Goal Setting', 'Goal Setting']",0,0,8,"['Financial Planning', 'Investment Options']",4
335110,41,Male,"Kolkata, India",High,Graduate,4,13,31527,7,"['Digital Gold', 'US ETFs', 'Digital Gold']",18,43,"['Investment Tracking', 'Goal Setting']",0,0,5,"['Investment Options', 'Risk Tolerance']",5
414628,20,Male,"Visakhapatnam, India",High,Undergraduate,3,3,36586,10,"['Mutual Funds', 'US ETFs', 'US ETFs']",12,13,"['Goal Setting', 'Goal Setting']",1,1,2,"['Investment Options', 'Financial Planning']",4
500731,53,Female,"Lucknow, India",Low,High School,1,16,11540,1,"['Digital Gold', 'Digital Gold', 'US ETFs']",26,23,"['Goal Setting', 'Investment Tracking']",0,0,8,"['Risk Tolerance', 'Risk Tolerance']",5
439712,25,Female,"Bhopal, India",Low,Graduate,1,8,33948,2,"['US ETFs', 'US ETFs', 'Digital Gold']",5,3,"['Goal Setting', 'Goal Setting']",0,0,1,"['Investment Options', 'Financial Planning']",4
700454,55,Male,"Jaipur, India",Medium,High School,2,8,20233,6,"['US ETFs', 'US ETFs', 'US ETFs']",24,36,"['Goal Setting', 'Investment Tracking']",0,1,10,"['Risk Tolerance', 'Financial Planning']",5
763576,23,Female,"Vadodara, India",Low,Undergraduate,1,10,15802,6,"['Digital Gold', 'Digital Gold', 'Digital Gold']",25,39,"['Expert Advice', 'Investment Tracking']",0,0,2,"['Risk Tolerance', 'Financial Planning']",4
362298,29,Female,"Hyderabad, India",Medium,High School,1,2,8238,7,"['Digital Gold', 'US ETFs', 'US ETFs']",14,18,"['Expert Advice', 'Investment Tracking']",0,0,4,"['Risk Tolerance', 'Risk Tolerance']",5
105432,25,Female,"Thane, India",Low,Undergraduate,1,14,28800,7,"['Digital Gold', 'US ETFs', 'Digital Gold']",7,9,"['Expert Advice', 'Goal Setting']",0,0,8,"['Investment Options', 'Investment Options']",3
83865,25,Female,"Bhopal, India",Medium,Graduate,0,0,40590,9,"['Digital Gold', 'Mutual Funds', 'US ETFs']",16,24,"['Goal Setting', 'Goal Setting']",0,0,2,"['Risk Tolerance', 'Risk Tolerance']",4
313139,48,Male,"Bhopal, India",High,Undergraduate,2,17,27115,10,"['Mutual Funds', 'Digital Gold', 'US ETFs']",9,38,"['Goal Setting', 'Investment Tracking']",0,0,10,"['Risk Tolerance', 'Financial Planning']",3
821138,30,Male,"Ahmedabad, India",Low,Undergraduate,3,7,21550,7,"['Mutual Funds', 'Digital Gold', 'US ETFs']",10,43,"['Goal Setting', 'Goal Setting']",0,0,10,"['Financial Planning', 'Risk Tolerance']",4
300154,46,Female,"Delhi, India",Medium,Undergraduate,1,4,41965,10,"['Mutual Funds', 'Digital Gold', 'US ETFs']",29,32,"['Investment Tracking', 'Expert Advice']",0,0,9,"['Investment Options', 'Investment Options']",4
823641,53,Male,"Ghaziabad, India",High,Graduate,4,10,44888,6,"['US ETFs', 'Digital Gold', 'US ETFs']",7,23,"['Investment Tracking', 'Goal Setting']",0,1,6,"['Investment Options', 'Risk Tolerance']",3
979387,31,Male,"Vadodara, India",High,Undergraduate,2,16,9917,10,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",10,53,"['Investment Tracking', 'Investment Tracking']",1,1,6,"['Investment Options', 'Financial Planning']",3
829235,45,Male,"Patna, India",High,Undergraduate,4,18,21819,7,"['Digital Gold', 'US ETFs', 'Mutual Funds']",19,41,"['Goal Setting', 'Investment Tracking']",0,0,9,"['Financial Planning', 'Risk Tolerance']",4
263717,20,Female,"Surat, India",Medium,Graduate,1,8,16567,8,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",20,43,"['Expert Advice', 'Expert Advice']",0,0,5,"['Risk Tolerance', 'Risk Tolerance']",4
615879,34,Male,"Bangalore, India",Medium,Graduate,5,1,47873,5,"['US ETFs', 'Digital Gold', 'Digital Gold']",2,21,"['Goal Setting', 'Goal Setting']",0,0,6,"['Financial Planning', 'Investment Options']",5
684899,30,Male,"Kolkata, India",Medium,Graduate,0,0,42253,8,"['Digital Gold', 'US ETFs', 'Mutual Funds']",18,39,"['Goal Setting', 'Goal Setting']",0,1,7,"['Investment Options', 'Risk Tolerance']",5
692149,30,Male,"Indore, India",High,High School,5,0,35145,10,"['Digital Gold', 'Digital Gold', 'US ETFs']",4,44,"['Goal Setting', 'Expert Advice']",0,0,10,"['Investment Options', 'Financial Planning']",4
732603,30,Male,"Thane, India",Medium,High School,5,8,6858,7,"['Mutual Funds', 'US ETFs', 'Digital Gold']",7,36,"['Investment Tracking', 'Goal Setting']",0,0,8,"['Risk Tolerance', 'Investment Options']",5
41356,50,Female,"Indore, India",High,Graduate,3,8,38892,2,"['Mutual Funds', 'US ETFs', 'Digital Gold']",23,20,"['Investment Tracking', 'Goal Setting']",0,0,7,"['Investment Options', 'Risk Tolerance']",5
543380,42,Male,"Bangalore, India",Low,High School,3,18,31437,2,"['Digital Gold', 'US ETFs', 'US ETFs']",13,12,"['Investment Tracking', 'Investment Tracking']",0,0,5,"['Investment Options', 'Investment Options']",5
260948,47,Male,"Kanpur, India",Medium,High School,0,0,16913,1,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",19,16,"['Goal Setting', 'Expert Advice']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",4
403628,29,Male,"Bhopal, India",High,Graduate,2,5,14336,10,"['US ETFs', 'Mutual Funds', 'US ETFs']",29,36,"['Goal Setting', 'Expert Advice']",1,0,0,"['Investment Options', 'Risk Tolerance']",5
746068,47,Female,"Ahmedabad, India",High,Graduate,5,18,5727,6,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",4,16,"['Goal Setting', 'Investment Tracking']",0,0,4,"['Financial Planning', 'Financial Planning']",5
813847,44,Male,"Visakhapatnam, India",Medium,High School,2,9,44688,8,"['US ETFs', 'US ETFs', 'US ETFs']",3,40,"['Investment Tracking', 'Expert Advice']",0,0,6,"['Financial Planning', 'Risk Tolerance']",5
555558,48,Female,"Surat, India",Medium,Graduate,5,14,11363,10,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",30,36,"['Goal Setting', 'Goal Setting']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",4
592456,44,Male,"Bangalore, India",High,Undergraduate,5,0,11773,6,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",14,35,"['Expert Advice', 'Goal Setting']",0,1,1,"['Investment Options', 'Investment Options']",5
421583,41,Female,"Mumbai, India",High,Undergraduate,0,0,40582,7,"['Mutual Funds', 'US ETFs', 'Digital Gold']",23,23,"['Goal Setting', 'Goal Setting']",0,1,3,"['Investment Options', 'Investment Options']",5
872945,37,Male,"Hyderabad, India",High,High School,0,0,49533,7,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",18,29,"['Investment Tracking', 'Investment Tracking']",0,1,3,"['Investment Options', 'Financial Planning']",4
663107,41,Female,"Hyderabad, India",Low,Graduate,5,17,9656,10,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",17,27,"['Goal Setting', 'Investment Tracking']",0,0,9,"['Financial Planning', 'Risk Tolerance']",5
313197,59,Female,"Pune, India",Medium,Graduate,4,1,4597,6,"['US ETFs', 'Digital Gold', 'US ETFs']",29,48,"['Goal Setting', 'Investment Tracking']",0,0,8,"['Investment Options', 'Risk Tolerance']",3
777958,37,Female,"Patna, India",High,Graduate,4,13,14116,2,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",13,54,"['Expert Advice', 'Expert Advice']",1,1,2,"['Investment Options', 'Risk Tolerance']",3
661952,20,Male,"Bangalore, India",Medium,Graduate,0,0,5213,10,"['Mutual Funds', 'US ETFs', 'Digital Gold']",18,47,"['Investment Tracking', 'Investment Tracking']",0,0,7,"['Financial Planning', 'Financial Planning']",3
903106,20,Female,"Surat, India",High,Undergraduate,0,0,10766,8,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",25,48,"['Goal Setting', 'Expert Advice']",1,0,1,"['Financial Planning', 'Financial Planning']",3
436341,40,Female,"Lucknow, India",Medium,Graduate,3,11,3965,6,"['US ETFs', 'Mutual Funds', 'Digital Gold']",4,30,"['Expert Advice', 'Investment Tracking']",0,1,0,"['Financial Planning', 'Financial Planning']",3
774954,34,Male,"Hyderabad, India",Low,High School,3,8,14713,8,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",26,22,"['Goal Setting', 'Expert Advice']",0,0,7,"['Risk Tolerance', 'Financial Planning']",3
675015,58,Male,"Mumbai, India",Low,Graduate,3,12,25737,6,"['Mutual Funds', 'US ETFs', 'Digital Gold']",25,15,"['Expert Advice', 'Expert Advice']",0,0,1,"['Risk Tolerance', 'Risk Tolerance']",5
307140,35,Male,"Chennai, India",Medium,Undergraduate,1,14,34220,7,"['US ETFs', 'US ETFs', 'Digital Gold']",5,13,"['Goal Setting', 'Investment Tracking']",0,0,4,"['Financial Planning', 'Financial Planning']",5
440120,50,Male,"Nagpur, India",Low,Graduate,5,11,19676,7,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",19,47,"['Goal Setting', 'Investment Tracking']",0,1,4,"['Risk Tolerance', 'Risk Tolerance']",5
34560,57,Female,"Jaipur, India",Medium,Undergraduate,0,0,1344,10,"['Digital Gold', 'Digital Gold', 'Digital Gold']",5,6,"['Investment Tracking', 'Expert Advice']",0,0,7,"['Financial Planning', 'Investment Options']",3
33266,41,Female,"Lucknow, India",Medium,High School,4,8,33861,8,"['Digital Gold', 'US ETFs', 'US ETFs']",24,26,"['Goal Setting', 'Investment Tracking']",0,0,4,"['Risk Tolerance', 'Risk Tolerance']",3
770109,27,Male,"Chennai, India",Low,High School,2,3,45107,3,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",27,35,"['Investment Tracking', 'Goal Setting']",0,0,1,"['Investment Options', 'Financial Planning']",3
982194,33,Female,"Indore, India",Medium,Undergraduate,3,5,44503,10,"['US ETFs', 'Mutual Funds', 'Digital Gold']",8,16,"['Investment Tracking', 'Investment Tracking']",0,1,0,"['Investment Options', 'Risk Tolerance']",3
422256,51,Female,"Nagpur, India",Medium,High School,0,0,30807,9,"['Mutual Funds', 'US ETFs', 'Digital Gold']",23,39,"['Goal Setting', 'Expert Advice']",0,1,4,"['Financial Planning', 'Financial Planning']",3
762950,44,Female,"Kolkata, India",Low,Graduate,2,6,10357,4,"['Digital Gold', 'Digital Gold', 'Digital Gold']",14,35,"['Goal Setting', 'Goal Setting']",0,0,1,"['Risk Tolerance', 'Financial Planning']",3
529179,32,Female,"Hyderabad, India",High,Graduate,1,13,4659,3,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",9,11,"['Goal Setting', 'Expert Advice']",1,1,3,"['Financial Planning', 'Financial Planning']",5
652528,43,Female,"Surat, India",High,Graduate,0,0,16395,6,"['Digital Gold', 'Mutual Funds', 'US ETFs']",5,49,"['Goal Setting', 'Expert Advice']",0,1,6,"['Risk Tolerance', 'Investment Options']",4
568797,43,Female,"Patna, India",High,Graduate,5,3,8466,6,"['Digital Gold', 'US ETFs', 'US ETFs']",24,32,"['Goal Setting', 'Expert Advice']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",3
639968,34,Male,"Mumbai, India",Low,High School,1,11,40178,6,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",5,28,"['Goal Setting', 'Goal Setting']",0,0,5,"['Risk Tolerance', 'Risk Tolerance']",3
629994,53,Male,"Vadodara, India",Low,Graduate,5,7,19867,1,"['Digital Gold', 'US ETFs', 'Digital Gold']",10,37,"['Investment Tracking', 'Expert Advice']",0,0,0,"['Risk Tolerance', 'Investment Options']",3
197256,32,Male,"Patna, India",Low,Undergraduate,5,5,11331,6,"['US ETFs', 'US ETFs', 'US ETFs']",14,15,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Investment Options', 'Financial Planning']",3
225717,31,Female,"Delhi, India",Low,High School,5,12,33731,3,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",28,4,"['Investment Tracking', 'Investment Tracking']",0,1,7,"['Risk Tolerance', 'Risk Tolerance']",4
21270,32,Male,"Kolkata, India",High,Undergraduate,4,14,3041,6,"['Digital Gold', 'Mutual Funds', 'US ETFs']",5,34,"['Investment Tracking', 'Investment Tracking']",1,0,3,"['Risk Tolerance', 'Investment Options']",4
957781,51,Male,"Surat, India",Medium,Graduate,2,2,49537,6,"['Digital Gold', 'Digital Gold', 'Digital Gold']",17,34,"['Expert Advice', 'Goal Setting']",0,0,2,"['Investment Options', 'Financial Planning']",4
607011,56,Male,"Bhopal, India",Medium,Undergraduate,2,6,24601,7,"['Digital Gold', 'Mutual Funds', 'US ETFs']",8,46,"['Investment Tracking', 'Investment Tracking']",0,0,9,"['Risk Tolerance', 'Investment Options']",5
296150,48,Female,"Kanpur, India",Low,Undergraduate,5,1,9891,10,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",6,18,"['Goal Setting', 'Goal Setting']",0,0,9,"['Financial Planning', 'Investment Options']",3
66280,46,Female,"Bangalore, India",High,Undergraduate,3,5,24021,8,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",27,31,"['Expert Advice', 'Goal Setting']",0,0,10,"['Financial Planning', 'Risk Tolerance']",4
524359,58,Male,"Ahmedabad, India",High,Undergraduate,4,14,46379,6,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",23,21,"['Goal Setting', 'Investment Tracking']",0,1,1,"['Investment Options', 'Financial Planning']",5
636917,60,Male,"Patna, India",High,Undergraduate,2,14,5729,3,"['US ETFs', 'US ETFs', 'Mutual Funds']",15,15,"['Goal Setting', 'Expert Advice']",0,0,1,"['Financial Planning', 'Risk Tolerance']",5
389758,55,Male,"Patna, India",Medium,High School,0,0,34015,6,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",7,37,"['Goal Setting', 'Goal Setting']",0,0,4,"['Investment Options', 'Financial Planning']",5
560205,34,Female,"Ahmedabad, India",Medium,Undergraduate,2,15,43420,5,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",27,18,"['Goal Setting', 'Investment Tracking']",0,0,2,"['Financial Planning', 'Financial Planning']",4
559662,40,Female,"Kolkata, India",Medium,Undergraduate,0,0,33291,8,"['US ETFs', 'US ETFs', 'Digital Gold']",13,31,"['Goal Setting', 'Investment Tracking']",0,0,1,"['Financial Planning', 'Investment Options']",5
382571,44,Male,"Bhopal, India",High,High School,5,10,31767,9,"['US ETFs', 'Digital Gold', 'Mutual Funds']",22,19,"['Expert Advice', 'Goal Setting']",0,1,3,"['Financial Planning', 'Investment Options']",3
454962,49,Male,"Ahmedabad, India",Medium,Graduate,1,0,16059,9,"['Digital Gold', 'Mutual Funds', 'US ETFs']",15,1,"['Expert Advice', 'Expert Advice']",0,1,4,"['Investment Options', 'Investment Options']",3
668663,56,Female,"Delhi, India",Low,Undergraduate,3,13,26201,2,"['Digital Gold', 'US ETFs', 'US ETFs']",17,13,"['Goal Setting', 'Goal Setting']",0,0,4,"['Risk Tolerance', 'Financial Planning']",3
96391,53,Female,"Indore, India",High,High School,0,0,47561,5,"['US ETFs', 'Digital Gold', 'Mutual Funds']",18,35,"['Investment Tracking', 'Goal Setting']",0,0,4,"['Financial Planning', 'Risk Tolerance']",3
54437,42,Female,"Bhopal, India",Medium,Graduate,2,4,38599,7,"['US ETFs', 'Digital Gold', 'US ETFs']",3,5,"['Expert Advice', 'Expert Advice']",0,0,0,"['Risk Tolerance', 'Financial Planning']",3
973859,33,Female,"Kolkata, India",Medium,High School,4,12,24742,6,"['Digital Gold', 'Mutual Funds', 'US ETFs']",13,41,"['Expert Advice', 'Goal Setting']",0,0,4,"['Investment Options', 'Financial Planning']",3
118639,53,Female,"Patna, India",Low,Graduate,1,1,23870,8,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",4,27,"['Investment Tracking', 'Expert Advice']",0,0,0,"['Financial Planning', 'Investment Options']",4
838832,25,Male,"Thane, India",Medium,Graduate,0,0,16370,8,"['Digital Gold', 'Digital Gold', 'US ETFs']",10,21,"['Expert Advice', 'Expert Advice']",0,0,6,"['Risk Tolerance', 'Financial Planning']",5
921340,27,Male,"Pune, India",High,Graduate,5,5,1078,7,"['Mutual Funds', 'US ETFs', 'US ETFs']",28,26,"['Goal Setting', 'Expert Advice']",1,1,5,"['Investment Options', 'Risk Tolerance']",5
121242,54,Female,"Surat, India",Medium,High School,4,6,45143,8,"['Mutual Funds', 'US ETFs', 'US ETFs']",16,48,"['Goal Setting', 'Expert Advice']",0,1,10,"['Investment Options', 'Financial Planning']",3
374798,28,Male,"Visakhapatnam, India",Low,Graduate,3,16,30217,7,"['US ETFs', 'US ETFs', 'Mutual Funds']",27,33,"['Expert Advice', 'Expert Advice']",0,0,6,"['Financial Planning', 'Risk Tolerance']",5
300075,51,Female,"Visakhapatnam, India",Low,Graduate,2,9,23662,4,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",22,59,"['Investment Tracking', 'Goal Setting']",0,0,5,"['Risk Tolerance', 'Investment Options']",4
405209,35,Male,"Pune, India",High,Graduate,0,0,39247,3,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",13,30,"['Goal Setting', 'Expert Advice']",1,1,9,"['Investment Options', 'Risk Tolerance']",3
570654,27,Female,"Kolkata, India",Low,High School,0,0,47236,3,"['Digital Gold', 'US ETFs', 'Mutual Funds']",24,22,"['Investment Tracking', 'Investment Tracking']",0,0,3,"['Risk Tolerance', 'Investment Options']",4
286852,21,Female,"Indore, India",Low,Undergraduate,4,6,37102,9,"['Mutual Funds', 'US ETFs', 'Digital Gold']",6,18,"['Goal Setting', 'Expert Advice']",0,0,9,"['Risk Tolerance', 'Investment Options']",4
801074,56,Male,"Pune, India",Low,Undergraduate,5,12,40478,8,"['US ETFs', 'US ETFs', 'Mutual Funds']",15,3,"['Goal Setting', 'Expert Advice']",0,0,7,"['Investment Options', 'Financial Planning']",4
368147,50,Male,"Ahmedabad, India",Low,High School,1,15,5679,10,"['Mutual Funds', 'US ETFs', 'US ETFs']",5,25,"['Expert Advice', 'Expert Advice']",0,0,0,"['Risk Tolerance', 'Investment Options']",3
141136,53,Female,"Ghaziabad, India",Low,Graduate,5,9,43834,2,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",16,23,"['Investment Tracking', 'Investment Tracking']",0,0,6,"['Investment Options', 'Risk Tolerance']",4
289791,52,Male,"Ahmedabad, India",Medium,High School,0,0,7699,6,"['US ETFs', 'Digital Gold', 'Mutual Funds']",26,13,"['Investment Tracking', 'Expert Advice']",0,0,6,"['Risk Tolerance', 'Risk Tolerance']",3
505174,38,Female,"Kanpur, India",Low,Graduate,0,0,3337,8,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",28,51,"['Goal Setting', 'Goal Setting']",0,1,1,"['Investment Options', 'Financial Planning']",3
607720,24,Male,"Patna, India",High,Graduate,4,16,48740,10,"['Mutual Funds', 'US ETFs', 'Digital Gold']",30,49,"['Expert Advice', 'Investment Tracking']",1,0,9,"['Financial Planning', 'Investment Options']",5
330028,50,Female,"Patna, India",High,Undergraduate,2,0,15934,4,"['US ETFs', 'Mutual Funds', 'Digital Gold']",26,1,"['Goal Setting', 'Investment Tracking']",0,1,6,"['Financial Planning', 'Risk Tolerance']",4
113029,46,Female,"Pune, India",High,Graduate,1,5,16577,4,"['US ETFs', 'Digital Gold', 'US ETFs']",12,3,"['Expert Advice', 'Expert Advice']",0,1,9,"['Investment Options', 'Financial Planning']",4
236547,45,Male,"Nagpur, India",Low,High School,3,9,4936,6,"['Digital Gold', 'US ETFs', 'Mutual Funds']",29,9,"['Expert Advice', 'Expert Advice']",0,0,1,"['Investment Options', 'Financial Planning']",4
223086,51,Female,"Indore, India",High,Undergraduate,2,11,36659,7,"['US ETFs', 'Digital Gold', 'Mutual Funds']",26,26,"['Expert Advice', 'Goal Setting']",0,1,1,"['Investment Options', 'Risk Tolerance']",5
458769,48,Male,"Thane, India",High,Undergraduate,2,2,7959,8,"['Mutual Funds', 'Digital Gold', 'US ETFs']",1,33,"['Goal Setting', 'Investment Tracking']",0,1,6,"['Investment Options', 'Financial Planning']",3
801534,50,Male,"Pune, India",Medium,High School,5,12,7783,1,"['US ETFs', 'US ETFs', 'Digital Gold']",12,23,"['Expert Advice', 'Goal Setting']",0,0,2,"['Investment Options', 'Risk Tolerance']",3
474800,60,Female,"Ahmedabad, India",High,Graduate,0,0,44524,4,"['US ETFs', 'Digital Gold', 'US ETFs']",15,27,"['Expert Advice', 'Investment Tracking']",0,1,6,"['Risk Tolerance', 'Investment Options']",3
495645,42,Female,"Thane, India",Medium,High School,5,9,27733,1,"['Mutual Funds', 'US ETFs', 'Digital Gold']",15,20,"['Expert Advice', 'Expert Advice']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",4
855817,35,Female,"Surat, India",High,Graduate,3,10,31181,3,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",11,9,"['Investment Tracking', 'Expert Advice']",1,1,7,"['Risk Tolerance', 'Risk Tolerance']",4
283562,35,Male,"Bhopal, India",High,Undergraduate,4,6,13330,6,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",20,11,"['Investment Tracking', 'Goal Setting']",1,1,2,"['Investment Options', 'Financial Planning']",4
380382,40,Female,"Vadodara, India",High,High School,1,9,11928,2,"['Mutual Funds', 'US ETFs', 'US ETFs']",25,54,"['Investment Tracking', 'Goal Setting']",0,0,7,"['Risk Tolerance', 'Investment Options']",5
260356,46,Male,"Nagpur, India",Medium,High School,2,16,23777,4,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",3,29,"['Investment Tracking', 'Expert Advice']",0,0,9,"['Risk Tolerance', 'Financial Planning']",5
658957,49,Male,"Bangalore, India",Low,High School,4,2,33074,6,"['Digital Gold', 'US ETFs', 'Mutual Funds']",30,40,"['Investment Tracking', 'Investment Tracking']",0,1,8,"['Risk Tolerance', 'Investment Options']",5
904467,50,Female,"Nagpur, India",Medium,Graduate,2,9,19745,1,"['Mutual Funds', 'Digital Gold', 'US ETFs']",25,2,"['Goal Setting', 'Investment Tracking']",0,1,10,"['Investment Options', 'Risk Tolerance']",4
946860,35,Female,"Mumbai, India",High,Graduate,4,5,19389,10,"['Digital Gold', 'Mutual Funds', 'US ETFs']",9,23,"['Investment Tracking', 'Expert Advice']",1,1,6,"['Investment Options', 'Financial Planning']",5
337876,48,Male,"Pune, India",High,Undergraduate,0,0,15786,3,"['Digital Gold', 'US ETFs', 'US ETFs']",24,16,"['Goal Setting', 'Expert Advice']",0,1,1,"['Financial Planning', 'Investment Options']",3
167109,37,Female,"Kolkata, India",High,High School,0,0,45005,9,"['US ETFs', 'US ETFs', 'US ETFs']",2,24,"['Investment Tracking', 'Goal Setting']",0,1,2,"['Risk Tolerance', 'Investment Options']",5
22729,43,Female,"Indore, India",Low,Undergraduate,4,15,10323,4,"['US ETFs', 'Digital Gold', 'Mutual Funds']",24,53,"['Investment Tracking', 'Goal Setting']",0,0,10,"['Risk Tolerance', 'Risk Tolerance']",5
991258,49,Female,"Jaipur, India",Medium,Undergraduate,1,6,34586,5,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",19,1,"['Investment Tracking', 'Goal Setting']",0,0,0,"['Financial Planning', 'Investment Options']",4
669923,30,Female,"Visakhapatnam, India",High,Undergraduate,0,0,22317,6,"['US ETFs', 'Mutual Funds', 'Digital Gold']",6,1,"['Expert Advice', 'Investment Tracking']",1,1,0,"['Risk Tolerance', 'Risk Tolerance']",5
701360,46,Male,"Vadodara, India",High,Graduate,5,18,4965,6,"['Digital Gold', 'US ETFs', 'Digital Gold']",25,27,"['Goal Setting', 'Expert Advice']",0,0,7,"['Risk Tolerance', 'Risk Tolerance']",3
778488,22,Female,"Surat, India",High,Graduate,2,3,20128,10,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",7,58,"['Goal Setting', 'Expert Advice']",1,1,7,"['Financial Planning', 'Financial Planning']",5
